model,K,topN,normalize,div_mode,anchor_L,rel_mode,w_rel,w_novelty,w_longtail,w_div,Recall@10,NDCG@10,Coverage@10,LongTailShare@10,Novelty@10,AvgPopularity@10,seconds
MultiVAE-Rerank,10,200,minmax,max,0,raw,0.7,0.08,0.14000000000000012,0.08,0.07102649006622516,0.03467522497989705,0.6457096600107933,0.10594370860927152,10.238995107530759,1121.4775165562914,5.1952784061431885
MultiVAE-Rerank,10,200,minmax,max,0,raw,0.8,0.0,0.19999999999999996,0.0,0.0706953642384106,0.03500925043108365,0.6343766864543983,0.09332781456953643,10.14421859442793,1182.0821523178809,0.3762092590332031
MultiVAE-Rerank,10,200,minmax,max,0,raw,0.8,0.03,0.16999999999999993,0.0,0.07003311258278146,0.034846962035010566,0.6332973556395035,0.09447019867549669,10.16101789596065,1168.8532947019867,0.38184499740600586
MultiVAE-Rerank,10,200,minmax,max,0,raw,0.8,0.05,0.1499999999999999,0.0,0.07036423841059603,0.034813630392047414,0.6341068537506745,0.09572847682119205,10.174218602764686,1159.6344205298012,0.385514497756958
MultiVAE-Rerank,10,200,minmax,max,0,raw,0.8,0.08,0.12,0.0,0.07019867549668875,0.03471192692674341,0.6335671883432272,0.0975,10.192404269635283,1146.0441556291391,0.3812747001647949
MultiVAE-Rerank,10,200,minmax,max,0,raw,0.8,0.0,0.16999999999999993,0.03,0.07036423841059603,0.034960402770692664,0.6273610361575823,0.08895695364238411,10.12027561077219,1194.9235430463575,3.8582515716552734
MultiVAE-Rerank,10,200,minmax,max,0,raw,0.8,0.03,0.1399999999999999,0.03,0.07102649006622516,0.035203156063523644,0.6279007015650296,0.09051324503311259,10.139622317718354,1180.1466721854304,5.598836421966553
MultiVAE-Rerank,10,200,minmax,max,0,raw,0.8,0.05,0.11999999999999988,0.03,0.0706953642384106,0.035086964783799524,0.6281705342687534,0.09173841059602648,10.151471306882947,1171.5030132450331,6.070125341415405
MultiVAE-Rerank,10,200,minmax,max,0,raw,0.8,0.08,0.08999999999999997,0.03,0.07052980132450332,0.034735778058990766,0.6289800323799244,0.0934933774834437,10.169929208866018,1158.1860761589403,5.9564208984375
MultiVAE-Rerank,10,200,minmax,max,0,raw,0.8,0.0,0.1499999999999999,0.05,0.07135761589403973,0.035217584836996454,0.6249325418240691,0.0862251655629139,10.105569409739893,1202.7877814569536,5.7170796394348145
MultiVAE-Rerank,10,200,minmax,max,0,raw,0.8,0.03,0.11999999999999988,0.05,0.0716887417218543,0.0353232617201636,0.6238532110091743,0.08791390728476821,10.124822992757457,1188.3452649006622,4.969266414642334
MultiVAE-Rerank,10,200,minmax,max,0,raw,0.8,0.05,0.09999999999999987,0.05,0.07152317880794702,0.03527048183342356,0.6243928764166217,0.08902317880794702,10.137098310846367,1179.2700496688742,6.054796934127808
MultiVAE-Rerank,10,200,minmax,max,0,raw,0.8,0.08,0.06999999999999995,0.05,0.07102649006622516,0.03500814093116527,0.6246627091203454,0.09084437086092716,10.154889474436148,1166.325678807947,5.919492721557617
MultiVAE-Rerank,10,200,minmax,max,0,raw,0.8,0.0,0.12,0.08,0.07218543046357616,0.03539627763648524,0.6187263896384242,0.08231788079470198,10.085030493183641,1213.703642384106,5.156197786331177
MultiVAE-Rerank,10,200,minmax,max,0,raw,0.8,0.03,0.08999999999999997,0.08,0.07119205298013245,0.03516526479907651,0.6198057204533189,0.08410596026490066,10.103950977862276,1199.7764072847683,4.684980869293213
MultiVAE-Rerank,10,200,minmax,max,0,raw,0.8,0.05,0.06999999999999995,0.08,0.07119205298013245,0.035172930065519116,0.6192660550458715,0.08508278145695364,10.115364073680727,1191.1487582781458,5.430231094360352
MultiVAE-Rerank,10,200,minmax,max,0,raw,0.8,0.08,0.040000000000000036,0.08,0.07152317880794702,0.03519793578908106,0.6200755531570427,0.0869205298013245,10.133500190270658,1178.1228311258278,5.975152254104614
MultiVAE-Rerank,10,200,minmax,max,0,raw,0.85,0.0,0.15000000000000002,0.0,0.07052980132450332,0.03494412733859374,0.6219643820831084,0.08509933774834437,10.101074805243915,1204.9831622516556,0.38134050369262695
MultiVAE-Rerank,10,200,minmax,max,0,raw,0.85,0.03,0.12,0.0,0.07052980132450332,0.03506673182860286,0.6233135456017269,0.08683774834437086,10.119189264000646,1191.8312582781457,0.3768453598022461
MultiVAE-Rerank,10,200,minmax,max,0,raw,0.85,0.05,0.09999999999999998,0.0,0.07119205298013245,0.0352191190134853,0.6227738801942796,0.08811258278145695,10.130755860489725,1183.245132450331,0.37479662895202637
MultiVAE-Rerank,10,200,minmax,max,0,raw,0.85,0.08,0.07000000000000006,0.0,0.07086092715231788,0.035072376876692665,0.6227738801942796,0.08973509933774834,10.148120951857788,1170.2689569536424,0.37194085121154785
MultiVAE-Rerank,10,200,minmax,max,0,raw,0.85,0.0,0.12,0.03,0.0716887417218543,0.03530396107288387,0.6173772261198057,0.08190397350993378,10.082411347556588,1215.4428642384105,6.499617099761963
MultiVAE-Rerank,10,200,minmax,max,0,raw,0.85,0.03,0.08999999999999997,0.03,0.07135761589403973,0.035144603666388,0.6179168915272532,0.08321192052980132,10.098182087023527,1203.431092715232,6.081510066986084
MultiVAE-Rerank,10,200,minmax,max,0,raw,0.85,0.05,0.06999999999999995,0.03,0.07119205298013245,0.03519906938787388,0.6184565569347005,0.08437086092715232,10.111193161894944,1193.6883774834437,6.038498640060425
MultiVAE-Rerank,10,200,minmax,max,0,raw,0.85,0.08,0.040000000000000036,0.03,0.07119205298013245,0.03509646539828028,0.6187263896384242,0.08594370860927153,10.127973470529973,1181.133890728477,5.909601926803589
MultiVAE-Rerank,10,200,minmax,max,0,raw,0.85,0.0,0.09999999999999998,0.05,0.07218543046357616,0.035596251293362184,0.6138694009713977,0.0795364238410596,10.069560345024463,1222.2741390728477,5.6254425048828125
MultiVAE-Rerank,10,200,minmax,max,0,raw,0.85,0.03,0.06999999999999995,0.05,0.07201986754966887,0.0354050973943607,0.6144090663788451,0.0812748344370861,10.086764469604619,1209.7257450331126,5.183697938919067
MultiVAE-Rerank,10,200,minmax,max,0,raw,0.85,0.05,0.04999999999999993,0.05,0.07152317880794702,0.0352296995733281,0.6152185644900162,0.08221854304635762,10.099010204684655,1200.3125496688742,5.3824381828308105
MultiVAE-Rerank,10,200,minmax,max,0,raw,0.85,0.08,0.020000000000000018,0.05,0.0716887417218543,0.03523674419386891,0.6154883971937399,0.08362582781456954,10.115361396492712,1188.051357615894,5.29446268081665
MultiVAE-Rerank,10,200,minmax,max,0,raw,0.85,0.0,0.07000000000000006,0.08,0.07135761589403973,0.035315168703990804,0.6095520777118186,0.07652317880794703,10.052227806129203,1231.8595033112583,5.669366121292114
MultiVAE-Rerank,10,200,minmax,max,0,raw,0.85,0.03,0.040000000000000036,0.08,0.07218543046357616,0.03538496623649208,0.6100917431192661,0.07809602649006622,10.068275545211817,1220.0186920529802,4.880882740020752
MultiVAE-Rerank,10,200,minmax,max,0,raw,0.85,0.05,0.020000000000000018,0.08,0.07185430463576159,0.03539808023136373,0.6103615758229898,0.07882450331125827,10.079347028053359,1211.4608774834437,5.989032745361328
MultiVAE-Rerank,10,200,minmax,max,0,raw,0.9,0.0,0.09999999999999998,0.0,0.0716887417218543,0.03551254463511555,0.6130599028602267,0.07907284768211921,10.067291555199402,1223.1261258278146,0.3835031986236572
MultiVAE-Rerank,10,200,minmax,max,0,raw,0.9,0.03,0.06999999999999995,0.0,0.07052980132450332,0.0349540650278018,0.6130599028602267,0.08071192052980132,10.083212192942765,1211.6110761589405,0.3765218257904053
MultiVAE-Rerank,10,200,minmax,max,0,raw,0.9,0.05,0.04999999999999993,0.0,0.07036423841059603,0.034903023326865776,0.613599568267674,0.08178807947019867,10.09438760007454,1203.6631456953642,0.3805820941925049
MultiVAE-Rerank,10,200,minmax,max,0,raw,0.9,0.08,0.020000000000000018,0.0,0.07086092715231788,0.03503919824918301,0.6146788990825688,0.08337748344370861,10.111906603251072,1190.5707284768212,0.37934207916259766
MultiVAE-Rerank,10,200,minmax,max,0,raw,0.9,0.0,0.06999999999999995,0.03,0.07218543046357616,0.03564194852171247,0.6076632487857528,0.07625827814569536,10.050290628332176,1232.9464569536424,6.310016632080078
MultiVAE-Rerank,10,200,minmax,max,0,raw,0.9,0.03,0.039999999999999925,0.03,0.07201986754966887,0.03536664115425313,0.6090124123043713,0.07753311258278146,10.066458049388912,1220.8374337748344,6.204039812088013
MultiVAE-Rerank,10,200,minmax,max,0,raw,0.9,0.05,0.019999999999999907,0.03,0.07152317880794702,0.0352391823030855,0.6087425796006476,0.0785430463576159,10.07675343371385,1213.3011092715233,6.0844197273254395
MultiVAE-Rerank,10,200,minmax,max,0,raw,0.9,0.0,0.04999999999999993,0.05,0.07218543046357616,0.03560251290060346,0.6057744198596869,0.0745364238410596,10.040241327348923,1238.6916556291392,5.663542747497559
MultiVAE-Rerank,10,200,minmax,max,0,raw,0.9,0.03,0.019999999999999907,0.05,0.07201986754966887,0.03537291673686907,0.6060442525634107,0.07586092715231788,10.055949250104412,1226.96440397351,5.464831352233887
MultiVAE-Rerank,10,200,minmax,max,0,raw,0.9,0.05,0.0,0.05,0.07251655629139073,0.03549330285897632,0.6071235833783054,0.07688741721854304,10.066182228224166,1219.3947350993378,5.958677768707275
MultiVAE-Rerank,10,200,minmax,max,0,raw,0.9,0.0,0.020000000000000018,0.08,0.07201986754966887,0.0357708447926086,0.598758769562871,0.07167218543046358,10.02412186591041,1247.596009933775,5.495965242385864
MultiVAE-Rerank,10,200,minmax,max,0,raw,0.95,0.0,0.050000000000000044,0.0,0.07201986754966887,0.03563520580476532,0.6044252563410686,0.07445364238410596,10.03951341409557,1238.9122516556292,0.37508702278137207
MultiVAE-Rerank,10,200,minmax,max,0,raw,0.95,0.03,0.020000000000000018,0.0,0.0716887417218543,0.03534411671485875,0.6055045871559633,0.07567880794701987,10.054716398431765,1227.4855298013244,0.37189626693725586
MultiVAE-Rerank,10,200,minmax,max,0,raw,0.95,0.05,0.0,0.0,0.07119205298013245,0.03510021933565374,0.6057744198596869,0.07677152317880795,10.064952906251744,1220.0645695364237,0.3818528652191162
MultiVAE-Rerank,10,200,minmax,max,0,raw,0.95,0.0,0.020000000000000018,0.03,0.07218543046357616,0.035847720658513695,0.598758769562871,0.07180463576158941,10.024469951114908,1247.2755960264901,5.418838024139404
MultiVAE-Rerank,10,200,minmax,max,0,raw,0.95,0.0,0.0,0.05,0.07235099337748345,0.035884578060605826,0.5947112790070157,0.07009933774834437,10.014698093821671,1252.9063245033112,4.632150650024414
DIN-Rerank,10,200,minmax,max,3,rank,0.7,0.0,0.30000000000000004,0.0,0.004966887417218543,0.0028081825639307864,0.5456017269293039,0.8248509933774835,16.066541738162766,245.22541390728477,0.40147876739501953
DIN-Rerank,10,200,minmax,max,3,rank,0.7,0.03,0.27,0.0,0.004470198675496689,0.002660645342466242,0.5520777118186724,0.8452980132450331,16.152034847752148,214.56937086092717,0.3987891674041748
DIN-Rerank,10,200,minmax,max,3,rank,0.7,0.05,0.25,0.0,0.004470198675496689,0.0026586643541639085,0.5477603885590934,0.8544536423841059,16.182177331210763,200.73418874172185,0.39522433280944824
DIN-Rerank,10,200,minmax,max,3,rank,0.7,0.08,0.22000000000000008,0.0,0.0041390728476821195,0.002562947524257323,0.5469508904479223,0.8650496688741722,16.204615340138112,185.57687086092716,0.4042165279388428
DIN-Rerank,10,200,minmax,max,3,rank,0.7,0.0,0.27,0.03,0.005463576158940398,0.002964461523960842,0.5553157042633567,0.809817880794702,15.847327049078531,264.9093046357616,1.8660082817077637
DIN-Rerank,10,200,minmax,max,3,rank,0.7,0.03,0.24,0.03,0.004801324503311258,0.002755953279694739,0.5612520237452779,0.8328807947019867,15.950587505315314,229.66311258278145,1.8542757034301758
DIN-Rerank,10,200,minmax,max,3,rank,0.7,0.05,0.21999999999999997,0.03,0.004635761589403974,0.0027061138764391127,0.5612520237452779,0.8445529801324503,15.99713143299747,211.639321192053,1.8842151165008545
DIN-Rerank,10,200,minmax,max,3,rank,0.7,0.08,0.19000000000000006,0.03,0.004304635761589404,0.0026084160582301942,0.5596330275229358,0.857930463576159,16.034436632686894,194.00347682119207,1.8718411922454834
DIN-Rerank,10,200,minmax,max,3,rank,0.7,0.0,0.25,0.05,0.005298013245033113,0.002921951343721018,0.5661090124123044,0.7975662251655629,15.68388213565018,279.98975165562916,1.8648009300231934
DIN-Rerank,10,200,minmax,max,3,rank,0.7,0.03,0.21999999999999997,0.05,0.004966887417218543,0.002809754659555031,0.5696168375607124,0.8227814569536424,15.797875377847658,241.6505298013245,1.8191413879394531
DIN-Rerank,10,200,minmax,max,3,rank,0.7,0.05,0.19999999999999996,0.05,0.004966887417218543,0.0028018307063456985,0.5696168375607124,0.8363741721854304,15.857686231846841,221.41261589403973,1.8426556587219238
DIN-Rerank,10,200,minmax,max,3,rank,0.7,0.08,0.17000000000000004,0.05,0.004801324503311258,0.0027500103147877386,0.5698866702644361,0.8516721854304635,15.907944352674168,201.08973509933776,1.967104196548462
DIN-Rerank,10,200,minmax,max,3,rank,0.7,0.0,0.22000000000000008,0.08,0.005794701986754967,0.0030732647042747874,0.5820291419320022,0.7775331125827815,15.420167999630733,304.17077814569535,1.8417878150939941
DIN-Rerank,10,200,minmax,max,3,rank,0.7,0.03,0.19000000000000006,0.08,0.005463576158940398,0.0029610680201088003,0.5825688073394495,0.8062251655629139,15.557802390815407,262.1501986754967,1.8352758884429932
DIN-Rerank,10,200,minmax,max,3,rank,0.7,0.05,0.17000000000000004,0.08,0.004966887417218543,0.0028115498103419216,0.5836481381543444,0.8217218543046357,15.625773010743375,239.3376490066225,1.8454489707946777
DIN-Rerank,10,200,minmax,max,3,rank,0.7,0.08,0.14000000000000012,0.08,0.004635761589403974,0.0027061138764391127,0.5801403130059363,0.8403807947019868,15.701624386831625,213.21460264900662,1.8416938781738281
DIN-Rerank,10,200,minmax,max,3,rank,0.8,0.0,0.19999999999999996,0.0,0.006125827814569536,0.003191782576732055,0.5979492714517,0.7486423841059603,15.03539118417841,341.3600165562914,0.40784287452697754
DIN-Rerank,10,200,minmax,max,3,rank,0.8,0.03,0.16999999999999993,0.0,0.005629139072847682,0.0030210354200387386,0.5990286022665947,0.7802980132450331,15.193515254377528,297.1769536423841,0.40619540214538574
DIN-Rerank,10,200,minmax,max,3,rank,0.8,0.05,0.1499999999999999,0.0,0.005463576158940398,0.0029698097586743103,0.5982191041554237,0.7985099337748345,15.279002574642762,270.0415397350993,0.3913536071777344
DIN-Rerank,10,200,minmax,max,3,rank,0.8,0.08,0.12,0.0,0.004966887417218543,0.00281296232589163,0.5947112790070157,0.820364238410596,15.38069628557622,239.28817880794702,0.4020364284515381
DIN-Rerank,10,200,minmax,max,3,rank,0.8,0.0,0.16999999999999993,0.03,0.006291390728476821,0.003261599104936579,0.6055045871559633,0.727135761589404,14.766671713993249,367.6846523178808,1.7809062004089355
DIN-Rerank,10,200,minmax,max,3,rank,0.8,0.03,0.1399999999999999,0.03,0.005960264900662252,0.0031290470724374127,0.6068537506745818,0.7611092715231788,14.94261186197104,319.41506622516556,1.826486587524414
DIN-Rerank,10,200,minmax,max,3,rank,0.8,0.05,0.11999999999999988,0.03,0.005629139072847682,0.0030273872776238274,0.6106314085267135,0.7813079470198675,15.041824274189425,290.4916225165563,1.828608512878418
DIN-Rerank,10,200,minmax,max,3,rank,0.8,0.08,0.08999999999999997,0.03,0.005463576158940398,0.0029668514049412636,0.6098219104155423,0.8068046357615895,15.159765826408437,254.25700331125827,1.8306427001953125
DIN-Rerank,10,200,minmax,max,3,rank,0.8,0.0,0.1499999999999999,0.05,0.006622516556291391,0.0033784606745911193,0.6146788990825688,0.7127980132450331,14.581959062317349,385.5387086092715,1.822962760925293
DIN-Rerank,10,200,minmax,max,3,rank,0.8,0.03,0.11999999999999988,0.05,0.006125827814569536,0.003186449676665489,0.6146788990825688,0.7472682119205298,14.760751970398506,336.4079635761589,1.8562638759613037
DIN-Rerank,10,200,minmax,max,3,rank,0.8,0.05,0.09999999999999987,0.05,0.006125827814569536,0.003178291745499508,0.6179168915272532,0.7683609271523179,14.866498810092345,305.27561258278143,1.8652429580688477
DIN-Rerank,10,200,minmax,max,3,rank,0.8,0.08,0.06999999999999995,0.05,0.005463576158940398,0.002974589520635154,0.6179168915272532,0.7961920529801324,15.005714069154878,266.16511589403973,1.826735019683838
DIN-Rerank,10,200,minmax,max,3,rank,0.8,0.0,0.12,0.08,0.0074503311258278145,0.003653192508814837,0.6246627091203454,0.6902814569536424,14.300055148948896,412.1955960264901,1.8285820484161377
DIN-Rerank,10,200,minmax,max,3,rank,0.8,0.03,0.08999999999999997,0.08,0.00695364238410596,0.0034709251345588586,0.6262817053426876,0.7244867549668874,14.47977734196265,362.9129966887417,1.8272066116333008
DIN-Rerank,10,200,minmax,max,3,rank,0.8,0.05,0.06999999999999995,0.08,0.006291390728476821,0.0032586703069997073,0.6273610361575823,0.7476655629139073,14.600294890072172,329.45044701986757,2.0515029430389404
DIN-Rerank,10,200,minmax,max,3,rank,0.8,0.08,0.040000000000000036,0.08,0.005960264900662252,0.003130842223224303,0.6249325418240691,0.7780132450331125,14.75414802424955,286.31236754966886,1.9408833980560303
DIN-Rerank,10,200,minmax,max,3,rank,0.85,0.0,0.15000000000000002,0.0,0.006622516556291391,0.003380541204718839,0.6181867242309768,0.7053807947019868,14.501358553605364,394.2520033112583,0.39019775390625
DIN-Rerank,10,200,minmax,max,3,rank,0.85,0.03,0.12,0.0,0.006125827814569536,0.00319632836073625,0.6195358877495952,0.7408609271523179,14.678653792703388,345.69758278145696,0.3903946876525879
DIN-Rerank,10,200,minmax,max,3,rank,0.85,0.05,0.09999999999999998,0.0,0.005794701986754967,0.0030867971275951433,0.6192660550458715,0.7625331125827814,14.791910101262149,314.6838907284768,0.3864114284515381
DIN-Rerank,10,200,minmax,max,3,rank,0.85,0.08,0.07000000000000006,0.0,0.005298013245033113,0.0029194018826660595,0.6173772261198057,0.7896026490066225,14.927466791670843,275.33038079470197,0.39868927001953125
DIN-Rerank,10,200,minmax,max,3,rank,0.85,0.0,0.12,0.03,0.0074503311258278145,0.0036639134979152017,0.6289800323799244,0.6851986754966888,14.242692209521666,418.0837913907285,1.9098737239837646
DIN-Rerank,10,200,minmax,max,3,rank,0.85,0.03,0.08999999999999997,0.03,0.006456953642384106,0.0033188126216510865,0.6279007015650296,0.7196523178807948,14.420889009150448,370.43662251655627,1.8627293109893799
DIN-Rerank,10,200,minmax,max,3,rank,0.85,0.05,0.06999999999999995,0.03,0.006291390728476821,0.003249535010403012,0.6297895304910955,0.7416887417218543,14.535081382192523,339.0426324503311,1.8365366458892822
DIN-Rerank,10,200,minmax,max,3,rank,0.85,0.08,0.040000000000000036,0.03,0.005794701986754967,0.0030825749155929225,0.6281705342687534,0.7726490066225166,14.692356052556574,294.84056291390726,1.8628106117248535
DIN-Rerank,10,200,minmax,max,3,rank,0.85,0.0,0.09999999999999998,0.05,0.0076158940397350995,0.0037347977483493016,0.6338370210469509,0.671771523178808,14.065811600479858,434.2507781456954,1.9533588886260986
DIN-Rerank,10,200,minmax,max,3,rank,0.85,0.03,0.06999999999999995,0.05,0.007119205298013245,0.003532613287393576,0.6343766864543983,0.7050496688741722,14.241109248328682,387.8005629139073,1.9315948486328125
DIN-Rerank,10,200,minmax,max,3,rank,0.85,0.05,0.04999999999999993,0.05,0.006456953642384106,0.0033210385107040703,0.6338370210469509,0.7282284768211921,14.36105069948348,354.45993377483444,1.8722684383392334
DIN-Rerank,10,200,minmax,max,3,rank,0.85,0.08,0.020000000000000018,0.05,0.005960264900662252,0.00315390350117254,0.6332973556395035,0.7599668874172185,14.528377153305028,309.41238410596026,1.8933541774749756
DIN-Rerank,10,200,minmax,max,3,rank,0.85,0.0,0.07000000000000006,0.08,0.007947019867549669,0.003846511904708624,0.6403130059363195,0.6506456953642384,13.806168908883404,459.6264072847682,1.8582031726837158
DIN-Rerank,10,200,minmax,max,3,rank,0.85,0.03,0.040000000000000036,0.08,0.0076158940397350995,0.0037075176578255076,0.6405828386400432,0.6842549668874173,13.989679453009801,411.5746688741722,1.8727691173553467
DIN-Rerank,10,200,minmax,max,3,rank,0.85,0.05,0.020000000000000018,0.08,0.00728476821192053,0.0035813004104970486,0.6427415002698327,0.7076490066225165,14.110346920332372,378.3591059602649,1.870037317276001
DIN-Rerank,10,200,minmax,max,3,rank,0.9,0.0,0.09999999999999998,0.0,0.00728476821192053,0.0036466550422091697,0.6357258499730167,0.6660099337748344,14.007641216919122,440.7953145695364,0.39075589179992676
DIN-Rerank,10,200,minmax,max,3,rank,0.9,0.03,0.06999999999999995,0.0,0.006456953642384106,0.003343554173913924,0.6335671883432272,0.6997516556291391,14.185379712565846,395.32332781456955,0.3775906562805176
DIN-Rerank,10,200,minmax,max,3,rank,0.9,0.05,0.04999999999999993,0.0,0.006291390728476821,0.003278512995817343,0.6362655153804642,0.722682119205298,14.308262313012255,361.94332781456956,0.38286924362182617
DIN-Rerank,10,200,minmax,max,3,rank,0.9,0.08,0.020000000000000018,0.0,0.005794701986754967,0.0031111330855351626,0.6349163518618457,0.7546688741721854,14.475962224638225,316.50150662251656,0.38638877868652344
DIN-Rerank,10,200,minmax,max,3,rank,0.9,0.0,0.06999999999999995,0.03,0.0074503311258278145,0.0037177755565289522,0.6384241770102537,0.6469867549668874,13.766104727186114,464.28349337748347,1.853689432144165
DIN-Rerank,10,200,minmax,max,3,rank,0.9,0.03,0.039999999999999925,0.03,0.0074503311258278145,0.003670355712299153,0.6411225040474906,0.6800496688741722,13.94527241935793,418.5028311258278,1.8262133598327637
DIN-Rerank,10,200,minmax,max,3,rank,0.9,0.05,0.019999999999999907,0.03,0.00728476821192053,0.0035804826251408716,0.6432811656772801,0.7022019867549669,14.063198648951701,386.42033112582783,2.4376516342163086
DIN-Rerank,10,200,minmax,max,3,rank,0.9,0.0,0.04999999999999993,0.05,0.007781456953642384,0.003833653062970844,0.6427415002698327,0.6352152317880795,13.612970488055652,477.8503145695364,1.8877921104431152
DIN-Rerank,10,200,minmax,max,3,rank,0.9,0.03,0.019999999999999907,0.05,0.007781456953642384,0.003774999767542596,0.6440906637884511,0.6662748344370861,13.779707521855437,434.63024834437084,1.8614447116851807
DIN-Rerank,10,200,minmax,max,3,rank,0.9,0.05,0.0,0.05,0.0074503311258278145,0.0036301624483219613,0.6492174851592013,0.6893377483443709,13.900072386217433,402.0173841059603,1.8360536098480225
DIN-Rerank,10,200,minmax,max,3,rank,0.9,0.0,0.020000000000000018,0.08,0.008278145695364239,0.00399311516966407,0.6454398273070696,0.6167549668874173,13.380530608900335,499.3698013245033,1.9327194690704346
DIN-Rerank,10,200,minmax,max,3,rank,0.95,0.0,0.050000000000000044,0.0,0.0076158940397350995,0.003790868426184193,0.6446303291958986,0.6315066225165563,13.575147849250314,481.8594370860927,0.4390738010406494
DIN-Rerank,10,200,minmax,max,3,rank,0.95,0.03,0.020000000000000018,0.0,0.007119205298013245,0.0035705424696566394,0.6446303291958986,0.6623344370860927,13.741392373786068,440.65506622516557,0.4103713035583496
DIN-Rerank,10,200,minmax,max,3,rank,0.95,0.05,0.0,0.0,0.007119205298013245,0.0035489138150786373,0.6475984889368591,0.6854304635761589,13.866742298650426,406.7439072847682,0.46818113327026367
DIN-Rerank,10,200,minmax,max,3,rank,0.95,0.0,0.020000000000000018,0.03,0.007947019867549669,0.0038994080727453146,0.6462493254182406,0.6153476821192053,13.36504163637856,501.02023178807946,1.8641180992126465
DIN-Rerank,10,200,minmax,max,3,rank,0.95,0.0,0.0,0.05,0.008112582781456953,0.003965580060003192,0.6454398273070696,0.6063741721854304,13.252079406447757,511.2482119205298,1.9236741065979004
